//1,2,3,4,5,6,7,8,9,10,11,12,13,10,15,16,17,18,19,20,21,22,23,20,25,26,27,28,29,30,31,32
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,20,9,9,5,0,1,7,9,9,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,0,1,1,9,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,9,1,0,9,9,9,9,9,1,0,0,0,0,2,2,2,2,2,2,2,0,1
1,7,9,9,9,9,9,9,9,9,0,1,0,1,1,9,9,9,9,9,1,1,2,2,2,2,0,0,0,0,0,1
1,5,9,9,9,9,9,9,9,9,0,1,0,1,9,9,1,9,9,9,1,1,2,2,2,2,0,2,2,2,2,1
1,7,9,1,9,9,9,9,9,9,1,1,0,1,9,9,9,9,9,9,1,1,2,2,14,0,0,0,14,2,2,1
1,0,0,1,0,0,0,0,0,0,0,1,0,1,9,1,9,9,9,9,1,1,2,2,0,0,30,0,0,2,2,1
1,0,1,1,0,1,0,0,30,0,0,1,0,1,9,9,9,9,9,9,0,1,2,2,14,0,0,0,14,2,2,1
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,0,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0,0,14,14,9,14,0,14,0,0,0,0,2,2,2,2,1
1,2,0,14,5,9,14,7,9,0,14,9,9,14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,13,0,14,9,9,0,9,9,0,14,7,9,14,0,1,13,14,2,1,0,0,0,0,0,0,0,1,12,0,6,1
1,2,0,14,7,9,14,7,9,0,14,9,9,14,0,1,14,0,2,1,0,1,0,1,0,1,0,1,5,6,9,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,2,1,0,1,0,1,0,1,0,1,9,9,9,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,0,1,0,1,0,1,0,0,6,9,9,1
1,0,9,7,9,9,9,9,9,9,9,9,9,9,0,1,1,1,1,1,0,1,30,1,30,1,0,1,1,9,9,1
1,9,5,9,9,9,9,9,9,9,9,9,9,9,0,1,0,0,0,0,0,1,0,1,0,1,0,0,9,4,9,1
1,9,9,9,5,9,9,9,9,9,9,9,9,9,0,1,0,30,0,1,0,1,0,1,0,1,0,0,5,9,9,1
1,9,9,4,9,9,9,9,9,9,9,9,9,9,0,1,0,0,0,1,0,1,0,1,0,1,0,1,9,9,9,1
1,4,9,9,6,9,9,9,9,9,9,9,9,9,0,1,0,0,0,1,0,1,0,1,0,1,0,1,7,9,4,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1,1,0,1,0,0,0,0,14,0,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0,30,0,1
1,1,14,0,0,6,0,0,0,1,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,1,1,0,1,1,1,4,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,9,9,9,1
1,1,0,1,30,0,0,1,0,0,9,0,0,0,0,1,2,1,0,1,14,0,0,2,14,0,9,9,6,9,9,1
1,1,0,1,1,1,1,1,0,1,4,1,1,1,0,1,1,1,0,1,0,2,2,0,0,1,9,9,9,9,9,1
1,1,0,0,0,1,0,0,14,0,0,0,0,1,0,1,0,0,14,1,0,9,0,0,9,1,9,9,9,9,9,1
1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,14,0,0,0,1,9,9,9,9,9,1
1,1,2,9,0,1,0,1,14,9,14,1,0,1,0,1,0,1,0,1,9,0,0,2,0,1,9,9,9,9,9,1
1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,1,7,9,9,9,4,1
1,1,0,0,0,1,0,0,0,1,0,1,30,1,0,0,0,1,2,1,1,1,1,1,0,30,0,1,1,1,1,1
1,1,0,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,2,2,0,0,0,1,0,0,2,0,0,1
1,1,0,0,0,0,14,0,0,1,0,1,14,0,0,14,9,14,14,1,0,9,2,2,0,1,2,0,0,0,2,1
1,1,1,1,1,1,0,1,0,1,0,1,9,1,1,1,1,1,0,1,0,0,2,0,0,1,0,9,0,0,0,1
1,1,7,9,2,1,0,1,0,1,14,0,14,1,0,0,0,1,14,1,0,0,0,0,2,1,0,2,2,0,0,1
1,1,9,1,1,1,0,1,0,1,5,1,1,1,0,1,0,1,14,1,0,1,1,1,1,1,1,1,1,1,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,0,0,0,0,0,2,9,0,0,0,0,9,2,0,0,0,0,14,14,0,14,14,0,1,0,1
1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,4,1,1,0,1,0,1
1,1,1,1,0,0,14,0,0,0,30,0,0,0,0,0,0,0,14,0,0,1,14,14,14,0,14,14,14,1,0,1
1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,4,1,1,1,1,0,1
1,11,0,0,0,0,30,0,0,0,14,0,0,0,14,0,0,0,30,9,0,1,0,14,14,0,14,14,0,1,0,1
1,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,1,4,1,1,0,1,0,1
1,1,1,1,0,0,14,0,0,0,0,0,0,0,30,0,0,0,14,0,0,1,0,14,0,14,0,14,0,1,0,1
1,1,1,1,0,1,0,1,0,1,5,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,4,1,4,1,0,1
1,1,1,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,14,0,0,0,14,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
